transaction_id,store_id,payment_method_id,voucher_id,user_id,original_amount,discount_applied,final_amount,created_at
7c902d02-7358-4f35-b8dd-9276a1746996,5,1,,,24.0,0.0,24.0,2024-01-01 10:08:14
0178e64d-a2ec-41b5-acef-839a830514c5,7,3,,,26.0,0.0,26.0,2024-01-01 10:08:19
e4f903df-2ba1-4678-93b8-4977fcb456a6,1,3,,,64.5,0.0,64.5,2024-01-01 10:08:25
f0216287-2902-45c2-8930-fb9af507e747,10,3,,,34.0,0.0,34.0,2024-01-01 10:08:27
31256c25-dee7-4c8a-9693-a87bce11ce71,10,1,,,18.0,0.0,18.0,2024-01-01 10:08:28
4836fef2-a0d1-4e2a-bca9-703b11b61ada,9,2,,,18.5,0.0,18.5,2024-01-01 10:08:29
99df4637-8980-4136-a5e8-33d9931ccd95,4,5,,,18.0,0.0,18.0,2024-01-01 10:08:31
22882800-74b7-41da-a8f3-8a3b03229a4a,3,1,,,17.5,0.0,17.5,2024-01-01 10:08:33
d1856fe3-bac4-4d5f-a7f6-6e2b9a9fed07,8,2,,,20.0,0.0,20.0,2024-01-01 10:08:36
a023e36f-52c6-4388-90b3-7f29f72f17b6,8,5,,,69.0,0.0,69.0,2024-01-01 10:08:37
953a5e6e-85f2-4124-9141-9b8a6357d1b4,4,1,,,9.5,0.0,9.5,2024-01-01 10:08:39
b716cfd0-ec38-4ba5-bcad-96ab73165671,10,5,,,24.0,0.0,24.0,2024-01-01 10:08:40
25be422a-abca-442e-be1b-b2456ee56a26,5,2,,,7.0,0.0,7.0,2024-01-01 10:08:42
df1b8eab-0683-4bae-b177-44ca1d5cd8b4,3,4,,,18.0,0.0,18.0,2024-01-01 10:08:43
eaf93233-edee-4ec1-a6d9-0433dec1e9f4,8,2,,,27.0,0.0,27.0,2024-01-01 10:08:44
b98fd800-6e5d-48f9-b996-eaf78e3a03a9,3,3,,,6.0,0.0,6.0,2024-01-01 10:08:45
547d0164-424d-4587-b0b2-557c93912c44,4,2,,,33.0,0.0,33.0,2024-01-01 10:08:46
4c72cabc-149e-4f87-a3ec-57588c63dedf,6,3,,,8.0,0.0,8.0,2024-01-01 10:08:48
af674852-8cbd-40b5-b314-9f32b0b6721d,5,5,,,27.0,0.0,27.0,2024-01-01 10:08:50
e456d1da-b294-4d89-83d3-f2f1915eaddd,5,5,,,30.0,0.0,30.0,2024-01-01 10:08:51
769e4136-be63-415c-a0fe-590c97ece1a6,5,4,,,62.0,0.0,62.0,2024-01-01 10:08:54
68939832-0d6e-4732-a23b-402a99c8f0fb,7,5,,,30.5,0.0,30.5,2024-01-01 10:08:55
b2fdb052-1da2-414d-b19b-ed005ab3c46a,10,3,,,20.0,0.0,20.0,2024-01-01 10:08:56
5074115e-e6be-43e5-8e28-5eadeecd96cf,1,4,,,28.0,0.0,28.0,2024-01-01 10:08:57
c390a98c-cbb3-467f-a70b-80fad775b75e,8,5,,,69.0,0.0,69.0,2024-01-01 10:08:58
2fb9eec9-9012-48d5-ad90-79f5011dd8e5,3,2,,,8.0,0.0,8.0,2024-01-01 10:09:00
b641bbca-89c7-411b-859a-c1f0e2cfe14b,3,4,,,38.0,0.0,38.0,2024-01-01 10:09:01
1816e7ac-b63d-4893-878f-8845e92b2be9,5,1,,,42.0,0.0,42.0,2024-01-01 10:09:02
9069c664-1a1e-474c-88c1-2b2bf00d296d,2,5,,,35.0,0.0,35.0,2024-01-01 10:09:03
77dcde8f-72f2-495a-ac34-2696cb073b06,9,1,,,48.0,0.0,48.0,2024-01-01 10:09:05
ab3c91b4-4e1a-444e-b3d8-c4908a2074fb,8,4,,3016.0,30.0,0.0,30.0,2024-01-01 10:09:07
9b4df9ca-d0f7-438f-812a-2cb1f5a685bf,8,5,,,23.0,0.0,23.0,2024-01-01 10:09:08
8af940ba-6615-4d62-921c-bd6643608c2b,3,5,,,29.0,0.0,29.0,2024-01-01 10:09:10
05f2b88e-b664-4c85-a201-461a5ad47a9b,10,3,,,39.0,0.0,39.0,2024-01-01 10:09:12
3b4cc1e2-6d69-4b12-bd41-1e115cf0a37e,2,2,,,78.0,0.0,78.0,2024-01-01 10:09:13
c6990f94-bef3-46b0-a2f1-48e11e9d7f41,5,1,,,6.0,0.0,6.0,2024-01-01 10:09:14
df4ae563-4714-48c5-bbeb-91f2a3ac6bee,1,4,,,20.0,0.0,20.0,2024-01-01 10:09:15
79931539-b34d-462e-af09-9e0364af4019,10,4,,,27.0,0.0,27.0,2024-01-01 10:09:16
2561ce7c-735d-4d28-92e6-3554e0038b02,7,1,,,23.0,0.0,23.0,2024-01-01 10:09:17
19d18b83-06a7-4a64-afbe-7446e6b1e962,5,3,,,8.0,0.0,8.0,2024-01-01 10:09:18
84336242-6c0d-45db-b906-f68cde7bf07f,8,5,,,16.0,0.0,16.0,2024-01-01 10:09:19
d00bf05a-e96f-4aa0-a9cd-0d54b8d8041d,8,1,,,40.5,0.0,40.5,2024-01-01 10:09:20
f4590976-2a86-4f26-8fab-5e3f35a88731,10,5,,,57.0,0.0,57.0,2024-01-01 10:09:21
350c3045-75f7-49a6-8fe7-b1e324378737,10,4,,,12.0,0.0,12.0,2024-01-01 10:09:23
0a9f1804-98a0-4d72-b7b8-04e87aa73533,7,4,,,27.0,0.0,27.0,2024-01-01 10:09:24
d491ce5e-8c92-4c65-b32d-9e1011f62fd8,8,3,,,35.0,0.0,35.0,2024-01-01 10:09:25
af10a85a-7e6f-45e8-88db-5f6292ff5e18,7,2,,,75.0,0.0,75.0,2024-01-01 10:09:29
4513f7b4-f937-4d59-995d-4a7243c664e8,9,2,,,29.0,0.0,29.0,2024-01-01 10:09:30
06c44c89-9326-4400-804f-568835410c4c,3,1,,,36.0,0.0,36.0,2024-01-01 10:09:31
d58eb3d0-0cfb-4001-a901-962235dde940,2,5,,,36.0,0.0,36.0,2024-01-01 10:09:33
ee5a012d-b8c6-405e-8154-f5b4fd7fc0c1,2,3,,,17.0,0.0,17.0,2024-01-01 10:09:35
89a19795-20d9-448e-950a-950972ac2e4b,5,5,,,26.0,0.0,26.0,2024-01-01 10:09:36
29fbcfb3-95ae-4a76-91ee-cd8411239f3d,10,2,,,9.5,0.0,9.5,2024-01-01 10:09:39
2d10e161-dd2d-4b09-82f5-a07c8e0e018d,8,1,,,59.0,0.0,59.0,2024-01-01 10:09:42
607a3d25-3997-4912-9b94-8456b720f5c9,3,1,,,18.0,0.0,18.0,2024-01-01 10:09:43
e8a394fd-e11c-450b-a0e3-14ded22419bf,5,5,,,27.0,0.0,27.0,2024-01-01 10:09:44
49d01b1e-6e73-4a47-895f-ce5fab742afc,6,2,,,43.0,0.0,43.0,2024-01-01 10:09:48
4bf4d9cb-be76-492b-9a4d-aac59637dac9,4,2,,,28.5,0.0,28.5,2024-01-01 10:09:49
ce6e4776-2414-4106-8c34-6b314796bd1f,9,5,,,7.0,0.0,7.0,2024-01-01 10:09:50
f6592a18-9550-41c6-a239-b5947c75565e,5,1,,,27.0,0.0,27.0,2024-01-01 10:09:51
ec244632-5628-4526-a77c-d7f53b8ce3b2,5,4,,,28.0,0.0,28.0,2024-01-01 10:09:52
397439b3-859c-46da-8f07-a097b187f7e4,10,3,,,9.0,0.0,9.0,2024-01-01 10:09:53
39fbbb2d-8eb4-4abc-bb51-d1886e32eda4,10,5,,,17.5,0.0,17.5,2024-01-01 10:09:54
5157335f-602d-443a-8e51-645bbf78da73,1,4,,,8.0,0.0,8.0,2024-01-01 10:09:55
90ed37c9-5eaa-4d68-8c40-55107fd717e3,1,5,,,16.0,0.0,16.0,2024-01-01 10:09:57
536c483d-2468-4159-8e37-d600555fad7b,4,4,,,24.0,0.0,24.0,2024-01-01 10:09:58
76e0f162-2615-4771-9670-5eb6af117614,1,2,,,17.0,0.0,17.0,2024-01-01 10:09:59
83491bfd-be38-4f6c-8c78-d23df6e2ad95,2,5,,,34.5,0.0,34.5,2024-01-01 10:10:00
307570fd-67a5-4010-92dc-84d0cdc1650b,8,2,,,61.5,0.0,61.5,2024-01-01 10:10:01
6f5629dc-404d-4873-9c86-391902a22027,4,4,,,28.0,0.0,28.0,2024-01-01 10:10:02
b9525c75-5b9f-4417-b4f4-72631153c1ff,7,3,,,39.0,0.0,39.0,2024-01-01 10:10:05
327595e5-2654-4e19-aeeb-67e9f4727c8f,5,3,,,28.5,0.0,28.5,2024-01-01 10:10:11
9001ef63-17f8-431d-ab4f-09fcaf04b6a0,7,2,,,15.0,0.0,15.0,2024-01-01 10:10:12
8c0430c4-b286-40be-8926-2f424431f09f,4,5,,,44.0,0.0,44.0,2024-01-01 10:10:13
14d36abb-1ef3-41e2-98d9-5a884b266586,1,4,,,28.5,0.0,28.5,2024-01-01 10:10:16
c1530622-0cf4-45d0-b131-b449f67af42c,4,2,,,58.0,0.0,58.0,2024-01-01 10:10:20
9a57df5f-8a5d-4f8f-9f59-e690153b715c,2,3,,,45.0,0.0,45.0,2024-01-01 10:10:21
be015e66-03c7-4343-8dcb-e68e9243d92d,2,3,,,30.0,0.0,30.0,2024-01-01 10:10:22
3f82176a-d47a-4af4-92f5-816f5e563064,9,5,,,16.0,0.0,16.0,2024-01-01 10:10:23
e5f094c6-b810-43d4-b0a2-ac49b83d496a,3,4,,,8.0,0.0,8.0,2024-01-01 10:10:25
1f1d5909-2771-470c-ade1-4a6c3216e90d,6,3,,,24.0,0.0,24.0,2024-01-01 10:10:29
29e8e5c8-c874-4059-b753-93a53b460bfd,6,2,,,43.0,0.0,43.0,2024-01-01 10:10:30
e199aff9-204a-494b-a6a3-7ed1a911a52b,9,2,,,57.0,0.0,57.0,2024-01-01 10:10:31
1b7536de-0a9d-4dac-954f-3f34735b2082,10,4,,,9.0,0.0,9.0,2024-01-01 10:10:32
5779d39b-f995-4c4d-8e12-d76e1be44cdf,1,3,,,66.0,0.0,66.0,2024-01-01 10:10:34
4ef4fc93-36eb-49ca-baf4-a65306ba170a,2,1,,,35.5,0.0,35.5,2024-01-01 10:10:36
0f81e8e6-3fcc-4033-9cae-cc9f6e21b64d,6,5,,,50.0,0.0,50.0,2024-01-01 10:10:37
53cd475d-cdb5-4404-aac1-8da67c1afef1,3,5,,,65.0,0.0,65.0,2024-01-01 10:10:38
34cac8e0-7ae4-4478-bf1b-49f30bdb200d,8,5,,,28.0,0.0,28.0,2024-01-01 10:10:39
92e0b26e-dcac-4fd9-b929-dec73d0a65bb,10,1,,,27.0,0.0,27.0,2024-01-01 10:10:41
87f04d82-0e49-4d09-a1ea-ddc902315e97,10,3,,,42.0,0.0,42.0,2024-01-01 10:10:42
fa7d202c-483d-41c7-bc54-83815515d339,10,5,,,16.0,0.0,16.0,2024-01-01 10:10:44
f046b3c3-46b3-4ffa-8d93-ca1898829ad6,6,2,,,49.0,0.0,49.0,2024-01-01 10:10:46
1e82e372-7598-4cd8-8a21-a6f68aa5d073,10,2,,,45.0,0.0,45.0,2024-01-01 10:10:47
6a617e0a-5a8e-46f5-990c-3aaa1e9816b9,4,2,,,19.0,0.0,19.0,2024-01-01 10:10:48
3954b3d0-c488-49e4-9c13-211b43116844,7,5,,,24.0,0.0,24.0,2024-01-01 10:10:49
a8cddc66-c57f-4c08-b6e1-8c88dfea8102,4,1,,,18.0,0.0,18.0,2024-01-01 10:10:51
c2e02248-14c0-4183-9e81-bcf1028cca6c,7,3,,,36.0,0.0,36.0,2024-01-01 10:10:52
cc99222c-e944-4999-931c-8228996d36ba,6,5,,,21.5,0.0,21.5,2024-01-01 10:10:54
ff0a7541-2d0e-4455-bc86-61d5e33b5e54,4,3,,603.0,9.0,0.0,9.0,2024-01-01 10:10:55
00624cf2-600a-431b-9578-cd7ed887fc8c,5,3,,,9.0,0.0,9.0,2024-01-01 10:10:57
6ed40331-0160-4684-bd23-8d9cbc888078,1,4,,,37.0,0.0,37.0,2024-01-01 10:10:58
f5d85a12-5623-4aaf-a519-68c5faaeaab2,4,1,,,32.0,0.0,32.0,2024-01-01 10:10:59
5266412d-dca2-420b-b382-7856db11ae19,3,1,,,67.5,0.0,67.5,2024-01-01 10:11:02
4966a2a3-4644-4b7b-86dc-13c89e623242,8,2,,,51.0,0.0,51.0,2024-01-01 10:11:03
83459b96-77ff-4c17-8659-e78c6c82faef,4,1,,,18.0,0.0,18.0,2024-01-01 10:11:09
994639d8-776a-4132-8792-5f1ad16f3bc8,5,1,,,53.0,0.0,53.0,2024-01-01 10:11:10
d56bfa60-7e04-4687-9681-2c545f301a2e,3,2,,,38.0,0.0,38.0,2024-01-01 10:11:11
f874ca4b-1a46-4c0d-8fa7-ca50f33c9363,2,3,,,37.0,0.0,37.0,2024-01-01 10:11:12
e87e1c4b-059d-41c6-88ea-b1af03b68903,2,1,,,69.0,0.0,69.0,2024-01-01 10:11:15
0eb05cbb-eb23-4744-b2b7-7ae1fc131098,2,3,,,12.0,0.0,12.0,2024-01-01 10:11:16
e0531e60-5776-40b4-855b-7ed7d95d5b5e,4,1,,,32.0,0.0,32.0,2024-01-01 10:11:17
6132c3c9-189f-4b2d-b9f8-28464d81ba47,5,5,,,54.5,0.0,54.5,2024-01-01 10:11:18
59c48e6b-37c8-43f0-b1ed-989085cb3c35,9,5,,,24.0,0.0,24.0,2024-01-01 10:11:19
5cf39cff-f2cc-495c-a07d-ca469d2a2aac,2,2,,,50.5,0.0,50.5,2024-01-01 10:11:21
72cf3233-4e34-413e-8ccf-9ec684aba234,6,1,,,9.0,0.0,9.0,2024-01-01 10:11:22
8d78bbea-e7e8-4aff-87ac-2477bff0e901,9,4,,,28.0,0.0,28.0,2024-01-01 10:11:23
eca0ee7b-7154-4100-ad6b-e9fa27cfa055,3,1,,,18.5,0.0,18.5,2024-01-01 10:11:24
c4ec9b88-f54f-4080-a381-67c25534f4ff,5,1,,,8.0,0.0,8.0,2024-01-01 10:11:27
316f7958-c57b-4421-8ef0-42e21ea98d8f,2,4,,,19.0,0.0,19.0,2024-01-01 10:11:29
c64a1469-3f3c-488b-a6be-21e2776877ac,6,3,,,9.5,0.0,9.5,2024-01-01 10:11:33
64dc2089-9a49-48e9-8353-0ba991f837f1,1,3,,,38.0,0.0,38.0,2024-01-01 10:11:34
7d5389e0-61b3-4f12-86a8-ce98a7f99a88,7,3,,,46.0,0.0,46.0,2024-01-01 10:11:37
05b36e3b-6b97-43ec-8fed-59d840d8eb2d,10,3,,,9.5,0.0,9.5,2024-01-01 10:11:38
6873f708-2e75-4c2a-aaf2-816666dce715,8,1,,,55.0,0.0,55.0,2024-01-01 10:11:39
0d1a3429-0607-46b5-b51d-179b7b9afa5c,3,3,,,7.0,0.0,7.0,2024-01-01 10:11:40
8eebad36-51aa-4581-aaca-def636f26f7d,6,1,,,43.0,0.0,43.0,2024-01-01 10:11:41
759e37c9-1be7-4750-841d-ae77d3cafa5d,4,1,,,8.0,0.0,8.0,2024-01-01 10:11:42
d1dfb961-a8b7-497a-a710-a40214689e30,7,2,,,44.0,0.0,44.0,2024-01-01 10:11:43
1f197930-33c9-4d8a-9a98-cf84b9f57118,7,4,,,71.0,0.0,71.0,2024-01-01 10:11:45
4d02a4d4-dd05-483b-9f53-47befe101ab5,2,2,,,18.0,0.0,18.0,2024-01-01 10:11:46
04764996-1a5c-423b-a84e-60a3d89e3866,3,4,,,66.0,0.0,66.0,2024-01-01 10:11:47
fb32253f-b780-40f2-81ee-8b684df48311,7,2,,,39.5,0.0,39.5,2024-01-01 10:11:49
6ed092d4-35dc-4783-abfd-bd5494e9e90b,7,1,,,49.5,0.0,49.5,2024-01-01 10:11:50
95b28794-7612-41a3-9742-ce04571a560e,10,5,,,18.0,0.0,18.0,2024-01-01 10:11:51
a06676b4-6288-48a4-aff6-37fbe3f304f2,5,2,,,14.0,0.0,14.0,2024-01-01 10:11:52
4ad479af-6160-4dc4-bd36-f3722a00912a,10,4,,,59.0,0.0,59.0,2024-01-01 10:11:53
45091152-59c2-47f4-8b98-bf6eb3a42993,3,4,,,30.0,0.0,30.0,2024-01-01 10:11:54
905f2041-04b7-42af-ac00-9c29a4d49266,6,1,,,9.0,0.0,9.0,2024-01-01 10:11:55
d3f3aebd-5d5e-4ad7-8663-bb27f92ebbe7,8,3,,,16.0,0.0,16.0,2024-01-01 10:11:56
08f41abb-7911-44fa-8a74-d155e9e410df,10,5,,,37.5,0.0,37.5,2024-01-01 10:11:59
c8d631a0-af3d-4abe-b5e1-fc7cb466c154,3,1,,,33.0,0.0,33.0,2024-01-01 10:12:01
553685e8-8e24-4e20-a7a8-b3b053d1cfd8,9,1,,,44.0,0.0,44.0,2024-01-01 10:12:02
d72630a3-37bd-4df0-b0a0-af0ab56c67b0,8,1,,,18.0,0.0,18.0,2024-01-01 10:12:03
77578259-7b7c-42ac-82fc-ba4341b21553,4,5,,,44.0,0.0,44.0,2024-01-01 10:12:05
fc66c4f4-9d2d-4864-9b6b-e953f963c37f,10,5,,,38.0,0.0,38.0,2024-01-01 10:12:08
851ee199-780c-4b35-96cf-7a1cfbfe7527,3,2,,,28.5,0.0,28.5,2024-01-01 10:12:10
26fa21d4-914e-4d38-af51-e2109829cf1a,4,5,,,36.0,0.0,36.0,2024-01-01 10:12:11
5ae32f64-dbaf-4fb8-87fb-a548c6341d41,8,1,,,24.0,0.0,24.0,2024-01-01 10:12:12
48f20dc3-f4b0-497f-9e91-e87f79dbd6f1,3,4,,,75.0,0.0,75.0,2024-01-01 10:12:13
47dd3c67-e3ce-4021-84b6-7dd04064b75b,5,5,,,42.0,0.0,42.0,2024-01-01 10:12:14
5cfd91a6-e36a-465c-a07c-d2abaa65cf24,4,3,,,18.0,0.0,18.0,2024-01-01 10:12:15
418d4928-3937-461e-befa-1aa8d39f499c,9,2,,,24.0,0.0,24.0,2024-01-01 10:12:17
3ee42d67-8c47-4611-84a2-72d9c08fc102,1,2,,8357.0,61.0,0.0,61.0,2024-01-01 10:12:18
f10de93f-aa86-4fdb-b262-ff10e3995dab,6,4,,,54.0,0.0,54.0,2024-01-01 10:12:20
2d5f6fd4-bded-4fb6-b9a0-b0a477647ea7,2,5,,,27.0,0.0,27.0,2024-01-01 10:12:21
a223cdd4-ca30-4788-9c46-d0f98de16dec,1,4,,,45.5,0.0,45.5,2024-01-01 10:12:22
ee4a9acf-ea87-4cb8-b146-8d4c05ab0af7,9,2,,,18.0,0.0,18.0,2024-01-01 10:12:23
aed99d30-5de4-4014-b4b3-d93889431681,1,1,,,20.0,0.0,20.0,2024-01-01 10:12:24
fd113199-bf7b-4e6c-8f1c-93a88fa54abf,8,3,,,16.0,0.0,16.0,2024-01-01 10:12:25
7377e48c-7349-4eb4-9189-bcb3f2fdeb1c,6,1,,,22.0,0.0,22.0,2024-01-01 10:12:26
0e3e1db5-344d-4da7-8abf-4321c15acb02,2,1,,,47.0,0.0,47.0,2024-01-01 10:12:27
d783b700-cdf5-4509-a337-696cdd07e447,9,3,,,44.0,0.0,44.0,2024-01-01 10:12:28
9fae00b8-b808-42fa-9372-c8ec3ad85610,4,5,,,48.0,0.0,48.0,2024-01-01 10:12:29
5526885e-91a1-45d3-8bdd-8837a669d611,10,4,,,32.0,0.0,32.0,2024-01-01 10:12:30
c5ca14da-0b48-4a5c-a7c2-0c01fbd0d3c8,3,1,,,38.0,0.0,38.0,2024-01-01 10:12:31
28cfa020-cf14-4b87-9463-879f4daa0e5f,3,1,,,65.0,0.0,65.0,2024-01-01 10:12:32
ba63cffb-bdd5-4158-8981-12188e0aef3b,8,2,,,47.0,0.0,47.0,2024-01-01 10:12:34
aa6e0260-b21d-4ac6-8994-2db2458a9fd1,2,1,,,17.0,0.0,17.0,2024-01-01 10:12:36
42fe3ba9-4665-465d-9a3f-5e42e359966d,8,5,,,10.0,0.0,10.0,2024-01-01 10:12:37
139f8442-9a2c-41af-8bb5-21af553873c4,9,5,,,43.5,0.0,43.5,2024-01-01 10:12:38
c595c11c-30db-4f17-b5a5-5594b61835ba,4,4,,,7.0,0.0,7.0,2024-01-01 10:12:40
f71100e7-dce8-4372-8c28-0036cd62c858,10,2,,,18.0,0.0,18.0,2024-01-01 10:12:42
b69f03de-7721-4320-b428-fd00d036b3b9,1,1,,,8.0,0.0,8.0,2024-01-01 10:12:43
d64666ef-1113-4824-b789-77daee6ca178,2,2,,,61.0,0.0,61.0,2024-01-01 10:12:44
584a760b-4859-4601-bf80-78cf1c2d756b,2,1,,,8.0,0.0,8.0,2024-01-01 10:12:45
57a8f155-6ce5-41ca-9b50-41e5a38eeb19,7,1,,,18.0,0.0,18.0,2024-01-01 10:12:47
4eaeb2ab-1325-4ba0-bee9-a3f2ba512151,2,2,,17273.0,71.5,0.0,71.5,2024-01-01 10:12:48
4e8e3974-f6f7-4822-9105-19bcecdd9015,2,3,,,35.0,0.0,35.0,2024-01-01 10:12:49
71aa130d-2f95-46af-90c5-b4f2f0d21cd3,2,4,,,7.0,0.0,7.0,2024-01-01 10:12:50
fde31681-caaf-4e94-8645-f53dc2d1ba39,3,5,,,54.0,0.0,54.0,2024-01-01 10:12:51
e42dceed-5507-4300-a674-112e0d30faa5,10,2,,,27.5,0.0,27.5,2024-01-01 10:12:52
